URL;Name;Land;Traeger;Promotionsrecht;Gruendung;Studierende;AS;WikiUrl;Stand
http://www.uni-muenchen.de/;Ludwig-Maximilians-Universität München;BY;staatlich;ja;1472;51025;AS12816;/wiki/Ludwig-Maximilians-Universit%C3%A4t_M%C3%BCnchen;2015/16 (WS)
http://www.hochschule-macromedia.de/;Macromedia Hochschule für Medien und Kommunikation;BY;privat;nein;2007;2008;AS15598;/wiki/Macromedia_Hochschule_f%C3%BCr_Medien_und_Kommunikation;2012/13 (WS)
http://www.munich-business-school.de/;Munich Business School;BY;privat;nein;1991;518;AS33808;/wiki/Munich_Business_School;2012/13 (WS)
http://www.tum.de/;Technische Universität München;BY;staatlich;ja;1868;40124;AS12816;/wiki/Technische_Universit%C3%A4t_M%C3%BCnchen;2016/17 (WS)
http://www.ufu-muenchen.de/;Ukrainische Freie Universität München;BY;privat;ja;1921;149;AS3320;/wiki/Ukrainische_Freie_Universit%C3%A4t_M%C3%BCnchen;2007 (SS)
http://www.unibw.de/;Universität der Bundeswehr München;BY;staatlich;ja;1973;2944;AS680;/wiki/Universit%C3%A4t_der_Bundeswehr_M%C3%BCnchen;2012/13 (WS)
http://www.dhpol.de/;Deutsche Hochschule der Polizei;NW;staatlich;ja;2006;357;AS8881;/wiki/Deutsche_Hochschule_der_Polizei;2012/13 (WS)
http://www.fh-muenster.de/;Fachhochschule Münster;NW;staatlich;nein;1971;11686;AS680;/wiki/Fachhochschule_M%C3%BCnster;2012/13 (WS)
http://www.kunstakademie-muenster.de/;Kunstakademie Münster;NW;staatlich;ja;1971;332;AS61157;/wiki/Kunstakademie_M%C3%BCnster;2012/13 (WS)
http://www.pth-muenster.de/;Philosophisch-Theologische Hochschule Münster;NW;konfessionell;nein;1971;62;AS13237;/wiki/Philosophisch-Theologische_Hochschule_M%C3%BCnster;2012/13 (WS)
http://www.uni-muenster.de/;Westfälische Wilhelms-Universität;NW;staatlich;ja;1780;44692;AS680;/wiki/Westf%C3%A4lische_Wilhelms-Universit%C3%A4t;2016/17 (WS)
http://www.hs-neu-ulm.de/;Hochschule für angewandte Wissenschaften Neu-Ulm;BY;staatlich;nein;1994;3825;AS680;/wiki/Hochschule_f%C3%BCr_angewandte_Wissenschaften_Neu-Ulm;2014/2015 (WS)
http://www.hs-nb.de/;Hochschule Neubrandenburg;MV;staatlich;nein;1991;2086;AS680;/wiki/Hochschule_Neubrandenburg;2012/13 (WS)
http://www.augustana.de/;Augustana-Hochschule Neuendettelsau;BY;konfessionell;ja;1947;147;AS20773;/wiki/Augustana-Hochschule_Neuendettelsau;2012/13 (WS)
http://www.rfh-neuss.eu/;Rheinische Fachhochschule Neuss für Internationale Wirtschaft;NW;privat;nein;2009;177;AS20773;/wiki/Rheinische_Fachhochschule_Neuss_f%C3%BCr_Internationale_Wirtschaft;2012/13 (WS)
http://www.hs-niederrhein.de/;Hochschule Niederrhein;NW;staatlich;nein;1971;14511;AS680;/wiki/Hochschule_Niederrhein;2015/16 (WS)
http://www.hs-nordhausen.de/;Fachhochschule Nordhausen;TH;staatlich;nein;1997;2461;AS680;/wiki/Fachhochschule_Nordhausen;2012/13 (WS)
http://fhf-nordkirchen.de/;Fachhochschule für Finanzen Nordrhein-Westfalen;NW;staatlich;nein;1976;1464;AS3320;/wiki/Fachhochschule_f%C3%BCr_Finanzen_Nordrhein-Westfalen;2012/13 (WS)
http://www.adbk-nuernberg.de/;Akademie der Bildenden Künste Nürnberg;BY;staatlich;nein;1662;317;AS20773;/wiki/Akademie_der_Bildenden_K%C3%BCnste_N%C3%BCrnberg;2012/13 (WS)
http://www.evhn.de/;Evangelische Hochschule Nürnberg;BY;konfessionell;nein;1995;1197;AS8767;/wiki/Evangelische_Hochschule_N%C3%BCrnberg;2012/13 (WS)
http://www.hfm-nuernberg.de/;Hochschule für Musik Nürnberg;BY;staatlich;nein;1998;388;AS680;/wiki/Hochschule_f%C3%BCr_Musik_N%C3%BCrnberg;2012/13 (WS)
http://www.th-nuernberg.de/;Technische Hochschule Nürnberg Georg Simon Ohm;BY;staatlich;nein;1823;12234;AS680;/wiki/Technische_Hochschule_N%C3%BCrnberg_Georg_Simon_Ohm;2013/14 (WS)
http://www.hkt-nuertingen.de/;Hochschule für Kunsttherapie Nürtingen;BW;privat;nein;1987;289;AS20773;/wiki/Hochschule_f%C3%BCr_Kunsttherapie_N%C3%BCrtingen;2012/13 (WS)
http://www.hfwu.de/;Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen;BW;staatlich;nein;1949;4577;AS20773;/wiki/Hochschule_f%C3%BCr_Wirtschaft_und_Umwelt_N%C3%BCrtingen-Geislingen;2012/13 (WS)
http://www.lthh-oberursel.de/;Lutherische Theologische Hochschule Oberursel;HE;konfessionell;nein;1948;33;AS21413;/wiki/Lutherische_Theologische_Hochschule_Oberursel;2012/13 (WS)
http://www.hfg-offenbach.de/;Hochschule für Gestaltung Offenbach am Main;HE;staatlich;nein;1832;644;AS20773;/wiki/Hochschule_f%C3%BCr_Gestaltung_Offenbach_am_Main;2012/13 (WS)
http://www.hs-offenburg.de/;Hochschule Offenburg;BW;staatlich;nein;1964;4096;AS553;/wiki/Hochschule_Offenburg;2012/13 (WS)
http://www.uni-oldenburg.de/;Carl von Ossietzky Universität Oldenburg;NI;staatlich;ja;1973;13673;AS680;/wiki/Carl_von_Ossietzky_Universit%C3%A4t_Oldenburg;2016 (SS)
http://www.fhpolbb.de/;Fachhochschule der Polizei des Landes Brandenburg;BB;staatlich;nein;1998;268;AS6724;/wiki/Fachhochschule_der_Polizei_des_Landes_Brandenburg;2012/13 (WS)
http://www.hs-osnabrueck.de/;Hochschule Osnabrück;NI;staatlich;nein;1971;13552;AS680;/wiki/Hochschule_Osnabr%C3%BCck;2015/16 (WS)
http://www.uni-osnabrueck.de/;Universität Osnabrück;NI;staatlich;ja;1974;14106;AS680;/wiki/Universit%C3%A4t_Osnabr%C3%BCck;2016/17 (WS)
http://www.hks-ottersberg.de/;Hochschule für Künste im Sozialen Ottersberg;NI;privat;nein;1967;431;AS8560;/wiki/Hochschule_f%C3%BCr_K%C3%BCnste_im_Sozialen_Ottersberg;2012/13 (WS)
http://www.fhdw.de/;Fachhochschule der Wirtschaft;NW;privat;nein;1992;1874;AS15817;/wiki/Fachhochschule_der_Wirtschaft;2012/13 (WS)
http://www.thf-paderborn.de/;Theologische Fakultät Paderborn;NW;konfessionell;ja;1614;92;AS34372;/wiki/Theologische_Fakult%C3%A4t_Paderborn;2012/13 (WS)
http://www.uni-paderborn.de/;Universität Paderborn;NW;staatlich;ja;1972;20316;AS680;/wiki/Universit%C3%A4t_Paderborn;2015/16 (WS)
http://www.uni-passau.de/;Universität Passau;BY;staatlich;ja;1978;12087;AS680;/wiki/Universit%C3%A4t_Passau;2015/16 (WS)
http://www.hs-pforzheim.de/;Hochschule Pforzheim;BW;staatlich;nein;1877;5442;AS553;/wiki/Hochschule_Pforzheim;2012/13 (WS)
http://sportfh-esab.eu/;Fachhochschule für Sport & Management Potsdam;BB;privat;nein;2009;119;AS6724;/wiki/Fachhochschule_f%C3%BCr_Sport_%26_Management_Potsdam;2012/13 (WS)
http://www.fh-potsdam.de/;Fachhochschule Potsdam;BB;staatlich;nein;1991;3283;AS25394;/wiki/Fachhochschule_Potsdam;2012/13 (WS)
http://www.filmuniversitaet.de/;Filmuniversität Babelsberg;BB;staatlich;ja;1954;566;AS680;/wiki/Filmuniversit%C3%A4t_Babelsberg;2012/13 (WS)
http://www.uni-potsdam.de/;Universität Potsdam;BB;staatlich;ja;1991;19972;AS680;/wiki/Universit%C3%A4t_Potsdam;2013/14 (WS)
http://www.hs-weingarten.de/;Hochschule Ravensburg-Weingarten;BW;staatlich;nein;1964;3287;AS553;/wiki/Hochschule_Ravensburg-Weingarten;2012/13 (WS)
http://www.hfkm-regensburg.de/;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;BY;konfessionell;nein;2001;90;AS61157;/wiki/Hochschule_f%C3%BCr_Katholische_Kirchenmusik_und_Musikp%C3%A4dagogik_Regensburg;2012/13 (WS)
http://www.uni-regensburg.de/;Universität Regensburg;BY;staatlich;ja;1962;21558;AS680;/wiki/Universit%C3%A4t_Regensburg;2015/16 (WS)
http://www.oth-regensburg.de/;Ostbayerische Technische Hochschule Regensburg;BY;staatlich;ja;1971;11;AS680;/wiki/Ostbayerische_Technische_Hochschule_Regensburg;2015/16 (WS)
http://www.reutlingen-university.de/;Hochschule Reutlingen;BW;staatlich;nein;1855;5091;AS553;/wiki/Hochschule_Reutlingen;2012/13 (WS)
http://www.th-reutlingen.de/;Theologische Hochschule Reutlingen;BW;konfessionell;nein;1877;59;AS34788;/wiki/Theologische_Hochschule_Reutlingen;2012/13 (WS)
http://www.praxishochschule.de/;Mathias Hochschule Rheine;NW;privat;nein;2009;255;AS34788;/wiki/Mathias_Hochschule_Rheine;2012/13 (WS)
http://www.mobile-university.de/;SRH Fernhochschule Riedlingen;BW;privat;nein;1996;1966;AS8075;/wiki/SRH_Fernhochschule_Riedlingen;2012/13 (WS)
http://www.fh-rosenheim.de/;Hochschule Rosenheim;BY;staatlich;nein;1971;4062;AS680;/wiki/Hochschule_Rosenheim;2012/13 (WS)
http://www.hmt-rostock.de/;Hochschule für Musik und Theater Rostock;MV;staatlich;ja;1994;555;AS680;/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_Rostock;2012/13 (WS)
http://uni-rostock.de/;Universität Rostock;MV;staatlich;ja;1419;15063;AS680;/wiki/Universit%C3%A4t_Rostock;2012/13 (WS)
http://www.studienzentrum-rotenburg.de/;Hessische Hochschule für Finanzen und Rechtspflege;HE;staatlich;nein;1980;879;AS29515;/wiki/Hessische_Hochschule_f%C3%BCr_Finanzen_und_Rechtspflege;2012/13 (WS)
http://www.polizei.sachsen.de/de/polfh.htm;Hochschule der Sächsischen Polizei (FH);SN;staatlich;nein;1994;374;AS3320;/wiki/Hochschule_der_S%C3%A4chsischen_Polizei_(FH);2012/13 (WS)
http://www.hs-rottenburg.net/;Hochschule für Forstwirtschaft Rottenburg;BW;staatlich;nein;"1954; FH seit 1979";1;AS24940;/wiki/Hochschule_f%C3%BCr_Forstwirtschaft_Rottenburg;2014/15 (WS)
http://www.kirchenmusik-hochschule.org/;Katholische Hochschule für Kirchenmusik Rottenburg;BW;konfessionell;nein;1997;40;AS15817;/wiki/Katholische_Hochschule_f%C3%BCr_Kirchenmusik_Rottenburg;2010/11 (WS)
http://www.dhfpg.de/;Deutsche Hochschule für Prävention und Gesundheitsmanagement;SL;privat;nein;2002;3421;AS680;/wiki/Deutsche_Hochschule_f%C3%BCr_Pr%C3%A4vention_und_Gesundheitsmanagement;2012/13 (WS)
http://www.saarland.de/fhsv.htm;Fachhochschule für Verwaltung des Saarlandes;SL;staatlich;nein;1980;458;AS9063;/wiki/Fachhochschule_f%C3%BCr_Verwaltung_des_Saarlandes;2012/13 (WS)
http://www.hbksaar.de/;Hochschule der Bildenden Künste Saar;SL;staatlich;nein;1989;397;AS15817;/wiki/Hochschule_der_Bildenden_K%C3%BCnste_Saar;2012/13 (WS)
http://www.hfm.saarland.de/;Hochschule für Musik Saar;SL;staatlich;ja;1947;445;AS9063;/wiki/Hochschule_f%C3%BCr_Musik_Saar;2012/13 (WS)
http://www.htwsaar.de/;Hochschule für Technik und Wirtschaft des Saarlandes;SL;staatlich;nein;1807;5575;AS680;/wiki/Hochschule_f%C3%BCr_Technik_und_Wirtschaft_des_Saarlandes;2012/13 (WS)
http://www.uni-saarland.de/;Universität des Saarlandes;SL;staatlich;ja;1948;17966;AS680;/wiki/Universit%C3%A4t_des_Saarlandes;2012/13 (WS)
http://www.hs-schmalkalden.de/;Fachhochschule Schmalkalden;TH;staatlich;nein;1991;2836;AS680;/wiki/Fachhochschule_Schmalkalden;2012/13 (WS)
http://www.hfg-gmuend.de/;Hochschule für Gestaltung Schwäbisch Gmünd;BW;staatlich;nein;1776;642;AS61157;/wiki/Hochschule_f%C3%BCr_Gestaltung_Schw%C3%A4bisch_Gm%C3%BCnd;2012/13 (WS)
http://www.hfr-schwetzingen.de/;Fachhochschule Schwetzingen;BW;staatlich;nein;1953;436;AS8469;/wiki/Fachhochschule_Schwetzingen;2012/13 (WS)
http://www.ph-gmuend.de/;Pädagogische Hochschule Schwäbisch Gmünd;BW;staatlich;ja;1825;2691;AS20773;/wiki/P%C3%A4dagogische_Hochschule_Schw%C3%A4bisch_Gm%C3%BCnd;2012/13 (WS)
http://www.uni-siegen.de/;Universität Siegen;NW;staatlich;ja;1972;19785;AS680;/wiki/Universit%C3%A4t_Siegen;2013/14 (WS)
http://www.uni-speyer.de/;Deutsche Universität für Verwaltungswissenschaften Speyer;RP;staatlich;ja;1947;336;AS2857;/wiki/Deutsche_Universit%C3%A4t_f%C3%BCr_Verwaltungswissenschaften_Speyer;2012/13 (WS)
http://www.pth-augustin.eu/;Philosophisch-Theologische Hochschule SVD St. Augustin;NW;konfessionell;ja;1925;104;AS20773;/wiki/Philosophisch-Theologische_Hochschule_SVD_St._Augustin;2012/13 (WS)
http://www.fh-stralsund.de/;Fachhochschule Stralsund;MV;staatlich;nein;1991;2453;AS680;/wiki/Fachhochschule_Stralsund;2012/13 (WS)
http://www.akad.de/;AKAD Bildungsgesellschaft;BW;privat;nein;1959;5207;AS15817;/wiki/AKAD_Bildungsgesellschaft;2012/13 (WS)
http://www.dhbw.de/;Duale Hochschule Baden-Württemberg;BW;staatlich;nein;1974/2009;34390;AS553;/wiki/Duale_Hochschule_Baden-W%C3%BCrttemberg;2015
http://www.freie-hochschule-stuttgart.de/;Freie Hochschule Stuttgart;BW;privat;nein;1928;300;AS20773;/wiki/Freie_Hochschule_Stuttgart;2012/13 (WS)
http://www.hdm-stuttgart.de/;Hochschule der Medien;BW;staatlich;nein;2001;4085;AS553;/wiki/Hochschule_der_Medien;2012/13 (WS)
http://www.hmdk-stuttgart.de/;Hochschule für Musik und Darstellende Kunst Stuttgart;BW;staatlich;ja;1857;718;AS553;/wiki/Hochschule_f%C3%BCr_Musik_und_Darstellende_Kunst_Stuttgart;2012/13 (WS)
http://www.hft-stuttgart.de/;Hochschule für Technik Stuttgart;BW;staatlich;nein;1971;3738;AS553;/wiki/Hochschule_f%C3%BCr_Technik_Stuttgart;2012/13 (WS)
http://www.merz-akademie.de/;Merz Akademie;BW;privat;nein;1918;250;AS8881;/wiki/Merz_Akademie;2012/13 (WS)
http://www.abk-stuttgart.de/;Staatliche Akademie der Bildenden Künste Stuttgart;BW;staatlich;ja;1761;760;AS553;/wiki/Staatliche_Akademie_der_Bildenden_K%C3%BCnste_Stuttgart;2012/13 (WS)
http://vwa-hochschule.de/;VWA Hochschule für berufsbegleitendes Studium Stuttgart;BW;privat;nein;2013;160;AS16276;/wiki/VWA_Hochschule;2013/14 (WS)
http://www.uni-hohenheim.de/;Universität Hohenheim;BW;staatlich;ja;1818;9283;AS553;/wiki/Universit%C3%A4t_Hohenheim;2012/13 (WS)
http://www.uni-stuttgart.de/;Universität Stuttgart;BW;staatlich;ja;1829;28;AS553;/wiki/Universit%C3%A4t_Stuttgart;2015/16 (WS)
http://www.hochschule-trier.de/;Hochschule Trier;RP;staatlich;nein;1996;7321;AS2857;/wiki/Hochschule_Trier;2012/13 (WS)
http://www.theo.uni-trier.de/;Theologische Fakultät Trier;RP;staatlich;ja;1950;390;AS2857;/wiki/Theologische_Fakult%C3%A4t_Trier;2012/13 (WS)
http://www.uni-trier.de/;Universität Trier;RP;staatlich;ja;1473/1970;15074;AS2857;/wiki/Universit%C3%A4t_Trier;2012/13 (WS)
http://www.mh-trossingen.de/;Hochschule für Musik Trossingen;BW;staatlich;ja;1944;472;AS20773;/wiki/Hochschule_f%C3%BCr_Musik_Trossingen;2012/13 (WS)
http://www.uni-tuebingen.de/;Eberhard Karls Universität Tübingen;BW;staatlich;ja;1477;28385;AS680;/wiki/Eberhard_Karls_Universit%C3%A4t_T%C3%BCbingen;2015/16 (WS)
http://www.kirchenmusikhochschule.de/;Evangelische Hochschule für Kirchenmusik Tübingen;BW;konfessionell;nein;1998;0;AS24940;/wiki/Evangelische_Hochschule_f%C3%BCr_Kirchenmusik_T%C3%BCbingen;
http://www.hs-ulm.de/;Hochschule Ulm;BW;staatlich;nein;1971;4018;AS553;/wiki/Hochschule_Ulm;2012/13 (WS)
http://www.uni-ulm.de/;Universität Ulm;BW;staatlich;ja;1967;10747;AS553;/wiki/Universit%C3%A4t_Ulm;2016/17 (WS)
http://www.pthv.de/;Philosophisch-Theologische Hochschule Vallendar;RP;konfessionell;ja;1896;224;AS15817;/wiki/Philosophisch-Theologische_Hochschule_Vallendar;2012/13 (WS)
http://www.whu.edu/;WHU – Otto Beisheim School of Management;RP;privat;ja;1984;932;AS197540;/wiki/WHU_%E2%80%93_Otto_Beisheim_School_of_Management;2012/13 (WS)
http://www.phwt.de/;Fachhochschule für Wirtschaft und Technik Vechta/Diepholz/Oldenburg;NI;privat;nein;1998;700;AS3320;/wiki/Fachhochschule_f%C3%BCr_Wirtschaft_und_Technik_Vechta/Diepholz/Oldenburg;2012/13 (WS)
http://www.uni-vechta.de/;Universität Vechta;NI;staatlich;ja;1995;5286;AS680;/wiki/Universit%C3%A4t_Vechta;2015/16 (WS)
http://www.hfpol-bw.de/;Hochschule für Polizei Baden-Württemberg;BW;staatlich;nein;1979;1251;AS553;/wiki/Hochschule_f%C3%BCr_Polizei_Baden-W%C3%BCrttemberg;2012/13 (WS)
http://www.fh-wedel.de/;Fachhochschule Wedel;SH;privat;nein;1969;957;AS6805;/wiki/Fachhochschule_Wedel;2012/13 (WS)
http://www.hswt.de/;Hochschule Weihenstephan-Triesdorf;BY;staatlich;nein;1971;6407;AS12816;/wiki/Hochschule_Weihenstephan-Triesdorf;2014/15 (WS)
http://siewerth-akademie.de/;Gustav-Siewerth-Akademie;BW;privat;nein;1970;13;AS8560;/wiki/Gustav-Siewerth-Akademie;2012/13 (WS)
http://www.uni-weimar.de/;Bauhaus-Universität Weimar;TH;staatlich;ja;1860;4172;AS680;/wiki/Bauhaus-Universit%C3%A4t_Weimar;2012/13 (WS)
http://www.hfm-weimar.de/;Hochschule für Musik Franz Liszt Weimar;TH;staatlich;ja;1872;828;AS680;/wiki/Hochschule_f%C3%BCr_Musik_Franz_Liszt_Weimar;2012/13 (WS)
http://www.ph-weingarten.de/;Pädagogische Hochschule Weingarten;BW;staatlich;ja;1949;3266;AS553;/wiki/P%C3%A4dagogische_Hochschule_Weingarten;2012/13 (WS)
http://www.hs-harz.de/;Hochschule Harz;ST;staatlich;nein;1991;3182;AS680;/wiki/Hochschule_Harz;2012/13 (WS)
http://www.ebs.edu/;EBS Universität für Wirtschaft und Recht;HE;privat;ja;1971;1791;AS20773;/wiki/EBS_Universit%C3%A4t_f%C3%BCr_Wirtschaft_und_Recht;2012/13 (WS)
http://www.hfpv.de/;Hessische Hochschule für Polizei und Verwaltung;HE;staatlich;nein;1980;2692;AS197540;/wiki/Hessische_Hochschule_f%C3%BCr_Polizei_und_Verwaltung;2012/13 (WS)
http://www.hs-rm.de/;Hochschule RheinMain;HE;staatlich;nein;1971;10322;AS50595;/wiki/Hochschule_RheinMain;2012/13 (WS)
http://www.wb-fernstudium.de/;Wilhelm Büchner Hochschule;HE;privat;nein;1997;5804;AS20773;/wiki/Wilhelm_B%C3%BCchner_Hochschule;2012/13 (WS)
http://www.th-wildau.de/;Technische Hochschule Wildau (FH);BB;staatlich;nein;1991;4152;AS680;/wiki/Technische_Hochschule_Wildau_(FH);2012/13 (WS)
http://www.jade-hs.de/;Jade Hochschule;NI;staatlich;nein;2009;6434;AS680;/wiki/Jade_Hochschule;2012/13 (WS)
http://www.hs-wismar.de/;Hochschule Wismar;MV;staatlich;nein;1908;7379;AS680;/wiki/Hochschule_Wismar;2012/13 (WS)
http://www.uni-wh.de/;Universität Witten/Herdecke;NW;privat;ja;1982;2317;AS680;/wiki/Universit%C3%A4t_Witten/Herdecke;2012/13 (WS)
http://ostfalia.de/;Ostfalia Hochschule für angewandte Wissenschaften;NI;staatlich;nein;1971;11042;AS680;/wiki/Ostfalia_Hochschule_f%C3%BCr_angewandte_Wissenschaften;2012/13 (WS)
http://www.hs-worms.de/;Hochschule Worms;RP;staatlich;nein;1978;3126;AS8450;/wiki/Hochschule_Worms;2012/13 (WS)
http://www.uni-wuppertal.de/;Bergische Universität Wuppertal;NW;staatlich;ja;1972;21916;AS680;/wiki/Bergische_Universit%C3%A4t_Wuppertal;2015/16 (WS)
http://www.kiho-wb.de/;Kirchliche Hochschule Wuppertal/Bethel;NW;konfessionell;ja;1905;129;AS5539;/wiki/Kirchliche_Hochschule_Wuppertal/Bethel;2014 (SS)
http://www.fhws.de/;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt;BY;staatlich;nein;1971;8833;AS680;/wiki/Hochschule_f%C3%BCr_angewandte_Wissenschaften_W%C3%BCrzburg-Schweinfurt;2012/13 (WS)
http://www.hfm-wuerzburg.de/;Hochschule für Musik Würzburg;BY;staatlich;ja;1797;632;AS20773;/wiki/Hochschule_f%C3%BCr_Musik_W%C3%BCrzburg;2012/13 (WS)
http://www.uni-wuerzburg.de/;Julius-Maximilians-Universität Würzburg;BY;staatlich;ja;1402/1582;27995;AS680;/wiki/Julius-Maximilians-Universit%C3%A4t_W%C3%BCrzburg;2014/15 (WS)
http://www.hszg.de/;Hochschule Zittau/Görlitz;SN;staatlich;nein;1992;3342;AS680;/wiki/Hochschule_Zittau/G%C3%B6rlitz;2012/13 (WS)
http://www.dpfa-hs.de/;DPFA Hochschule Sachsen;SN;privat;nein;2012;27;AS24940;/wiki/DPFA_Hochschule_Sachsen;2012/13 (WS)
http://www.nbs.de/;NBS Northern Business School – Hochschule für Management und Sicherheit;HH;privat;nein;2013;430;AS6724;/wiki/NBS_Northern_Business_School_%E2%80%93_Hochschule_f%C3%BCr_Management_und_Sicherheit;2016 (SS)
http://www.fh-zwickau.de/;Westsächsische Hochschule Zwickau;SN;staatlich;nein;1992;4880;AS680;/wiki/Wests%C3%A4chsische_Hochschule_Zwickau;2012/13 (WS)
